ID,POS,#,Name,DOB,Age,NAT,HT,WT,B,T,OVR,POT,LEA,LOY,AD,GRE,WE,INT,Type,Prone,CON P,GAP P,POW P,EYE P,K P,STU P,MOV P,CONT P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,RUN,DEM,Sign,SctAcc
56487,SP,9,Ian Carmona,06/05/2010,18,USA,"6' 2""",175 lbs,Left,Right,20,20,High,Low,Low,Normal,Normal,Normal,Unknown,Normal,35,30,25,20,50,35,25,30,40,50,50,40,-,-,-,-,-,-,-,-,4,NEU,89-91 Mph,Normal (3/4),Normal,65,70,20,20,25,30,55,20,30,30,30,30,20,20,Slot,Normal,Very High
58114,SP,6,Eddie Carr,07/21/2007,21,USA,"6' 4""",200 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,40,30,20,25,50,45,20,50,65,55,-,55,-,-,-,-,-,-,-,-,3,FB,94-96 Mph,Normal (3/4),Normal,45,55,20,20,30,25,55,20,45,35,45,35,30,20,Slot,Normal,Very High
58709,CF,11,Jim Carr,11/20/2010,18,USA,"6' 1""",180 lbs,Right,Left,20,20,Normal,Normal,Low,Normal,Low,Low,Unknown,Normal,35,45,35,45,50,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Sidearm,Normal,20,20,25,25,60,45,45,20,60,55,50,60,55,35,Slot,Extremely Hard,Very High
58050,SP,88,Octavio Carrillo,12/27/2007,21,USA,"6' 2""",195 lbs,Left,Left,20,20,Normal,Low,Normal,Normal,Low,Normal,Unknown,Durable,25,30,25,25,30,35,20,40,45,50,45,30,-,-,-,-,-,-,-,-,4,NEU,86-88 Mph,Over the Top,Normal,55,55,20,20,30,20,50,20,30,35,30,30,30,40,Slot,Normal,Very High
58095,3B,13,Mo Carrington,06/23/2010,18,USA,"6' 0""",180 lbs,Switch,Right,20,20,Normal,Normal,High,Normal,High,Normal,Unknown,Durable,40,45,45,50,50,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,40,40,65,30,30,40,60,20,20,20,Slot,Extremely Hard,Very High
51240,SP,21,Chris Castonia,03/03/2007,22,USA,"5' 11""",175 lbs,Left,Left,20,20,Normal,Normal,Low,Normal,Normal,Normal,Unknown,Durable,30,35,25,25,40,40,25,40,55,35,-,-,-,55,-,-,-,-,-,-,3,EX FB,88-90 Mph,Over the Top,Normal,60,55,20,20,30,30,45,20,35,35,35,25,25,25,Slot,Very Easy,Very High
27584,CF,14,Alex Castro,09/24/2007,21,USA,"6' 4""",200 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,35,45,35,45,40,35,20,35,50,25,-,-,-,50,-,-,-,-,-,-,3,FB,88-90 Mph,Normal (3/4),Normal,45,65,20,25,30,35,40,35,55,60,45,60,30,25,Slot,Normal,Very High
58728,C,4,Kurt Chadwick,07/21/2011,17,USA,"6' 2""",195 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,35,45,25,35,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,45,45,45,35,40,25,35,35,40,25,20,20,Slot,Extremely Hard,Very High
40691,SP,9,Andy Chesbrough,02/10/2008,21,USA,"6' 3""",190 lbs,Right,Left,20,20,Normal,Normal,Normal,High,Normal,Normal,Unknown,Normal,30,30,20,25,35,35,60,50,-,-,40,50,50,-,-,-,-,-,-,-,3,GB,92-94 Mph,Normal (3/4),GB'er,65,75,20,25,20,30,55,20,20,25,35,20,20,20,Slot,Normal,Very High
57174,SP,5,Phil Cini,06/15/2010,18,USA,"6' 3""",175 lbs,Left,Left,20,20,Normal,Low,Low,Normal,Low,Normal,Unknown,Durable,30,35,20,20,40,30,30,25,35,-,45,-,-,40,-,-,-,-,-,-,3,NEU,85-87 Mph,Normal (3/4),Normal,75,60,20,20,25,25,45,20,25,25,30,20,20,20,Slot,Extremely Hard,Very High
57211,C,26,Nate Clark,05/15/2010,19,USA,"6' 0""",180 lbs,Left,Right,20,20,Normal,Normal,Low,High,Normal,Normal,Unknown,Normal,40,50,35,50,50,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,35,40,35,35,40,25,20,35,35,25,35,40,Slot,Extremely Hard,Very High
48582,SP,17,Mike Cliett,06/30/2006,22,USA,"6' 6""",220 lbs,Left,Left,20,20,Normal,Normal,Low,Low,Low,Normal,Unknown,Normal,40,30,20,25,45,40,35,35,55,50,-,50,-,-,-,-,45,-,-,-,4,EX FB,91-93 Mph,Normal (3/4),Normal,60,55,20,25,30,20,60,20,45,35,30,20,20,25,Slot,Easy,Very High
57984,2B,23,Bobby Cloud,05/27/2007,22,USA,"5' 10""",170 lbs,Right,Right,20,20,Normal,High,Low,Normal,Normal,Low,Unknown,Normal,45,45,25,35,65,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,45,50,65,55,50,55,55,45,40,35,Slot,Normal,Very High
57113,C,15,Branden Cocci,12/21/2010,18,USA,"6' 0""",185 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,35,35,35,55,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,40,50,25,35,30,25,30,40,30,30,35,30,Slot,Extremely Hard,Very High
28255,C,15,Omar Colon,05/03/2007,22,USA,"6' 2""",215 lbs,Left,Right,20,20,Normal,Normal,Low,Low,High,Normal,Unknown,Durable,30,35,35,45,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,40,60,40,25,50,25,60,45,50,20,20,20,Slot,Normal,Very High
57252,C,2,Sal Contreras,07/08/2010,18,USA,"6' 0""",195 lbs,Right,Right,20,20,Normal,Normal,Normal,Low,Low,Normal,Unknown,Normal,35,35,30,55,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,45,40,35,30,35,20,30,20,40,25,20,30,Slot,Extremely Hard,Very High
57152,SP,3,Andy Cooper,08/18/2010,18,USA,"6' 2""",175 lbs,Right,Right,20,20,Normal,High,Normal,Low,Normal,Normal,Unknown,Normal,30,35,20,20,45,35,30,35,-,20,50,-,-,-,55,-,-,-,-,-,3,NEU,87-89 Mph,Normal (3/4),Normal,65,40,20,25,25,30,25,20,20,30,40,20,20,20,Slot,Normal,Very High
57960,SP,2,Chris Cooper,11/25/2007,21,USA,"6' 1""",185 lbs,Right,Right,20,20,Normal,Normal,High,Normal,Normal,Normal,Unknown,Normal,20,30,20,25,25,40,35,40,-,50,50,50,-,-,50,-,-,-,-,-,4,NEU,92-94 Mph,Normal (3/4),Normal,50,40,20,20,40,30,50,35,35,35,30,20,20,20,Slot,Easy,Very High
28622,SP,44,Jeremy Cooper,06/23/2007,21,USA,"6' 0""",185 lbs,Left,Left,20,20,Normal,Normal,Low,Normal,Normal,Normal,Unknown,Durable,25,35,30,25,30,35,25,50,45,45,45,-,-,-,50,-,-,-,-,-,4,NEU,89-91 Mph,Normal (3/4),Normal,60,75,20,20,25,20,40,25,40,30,50,20,20,20,Slot,Easy,Very High
57126,SS,7,Nehemiah Copeland,02/13/2011,18,USA,"6' 0""",170 lbs,Right,Right,20,20,Normal,High,Low,Normal,Normal,Normal,Unknown,Normal,40,40,25,50,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,40,45,60,45,25,35,60,50,35,40,Slot,Extremely Hard,Very High
57275,2B,7,Jim Cotton,03/22/2011,18,USA,"6' 3""",190 lbs,Right,Right,20,20,Normal,High,Normal,Normal,High,Normal,Unknown,Normal,45,40,30,55,60,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Sidearm,Normal,20,20,20,20,20,40,35,50,20,40,30,35,30,20,Slot,Extremely Hard,Very High
56570,SP,4,Gabe Cox,09/04/2009,19,USA,"6' 4""",190 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,30,30,20,25,45,35,20,45,-,50,40,40,-,-,40,40,-,-,-,-,5,NEU,86-88 Mph,Normal (3/4),Normal,60,35,20,20,20,30,70,20,35,40,30,25,25,20,Slot,Easy,Very High
57982,CF,24,Josh Cox,02/03/2008,21,USA,"6' 4""",200 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,45,40,30,35,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Sidearm,Normal,20,20,25,25,40,30,35,35,60,65,45,65,45,40,Slot,Normal,Very High
39695,SP,15,Erik Craig,10/02/2009,19,USA,"6' 1""",185 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,Low,Unknown,Normal,40,35,25,25,45,40,30,45,50,55,50,-,-,-,-,-,-,-,-,-,3,EX FB,90-92 Mph,Normal (3/4),Normal,65,30,20,20,35,50,45,35,20,30,35,25,20,20,Slot,Hard,Very High
57168,2B,15,Andy Crawford,06/24/2010,18,USA,"6' 0""",175 lbs,Right,Right,20,20,Low,Normal,Low,Normal,Low,Normal,Unknown,Normal,40,50,30,30,70,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,35,35,35,40,45,40,30,55,70,60,Slot,Extremely Hard,Very High
58074,SP,10,Jim Cross,11/10/2010,18,USA,"6' 1""",170 lbs,Left,Right,20,20,Normal,High,High,Normal,High,Normal,Unknown,Normal,35,40,20,30,45,45,20,50,-,25,65,-,-,-,55,-,-,-,-,-,3,NEU,87-89 Mph,Normal (3/4),Normal,75,50,20,20,25,25,50,25,55,35,30,20,20,20,Slot,Extremely Hard,Very High
58749,RP,24,Clint Cumings,12/10/2007,21,USA,"5' 9""",175 lbs,Left,Left,20,20,Normal,High,High,Normal,Low,Normal,Unknown,Normal,30,30,20,25,45,45,30,45,50,45,-,60,-,-,-,-,-,-,-,-,3,NEU,89-91 Mph,Normal (3/4),Normal,50,60,20,20,40,35,50,20,35,30,55,30,20,25,Slot,Easy,Very High
57246,SP,21,Mike Curtis,07/05/2010,18,USA,"6' 8""",200 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,35,30,20,25,50,30,20,35,-,30,-,-,-,45,45,-,-,-,-,-,3,NEU,83-85 Mph,Over the Top,Normal,75,40,20,25,30,25,45,25,40,35,25,25,30,20,Slot,Extremely Hard,Very High
59645,SP,18,Pat Curtis,06/15/2007,21,USA,"6' 1""",190 lbs,Left,Left,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Fragile,30,25,25,25,35,35,30,40,45,35,50,40,-,40,-,-,-,-,45,-,6,EX FB,88-90 Mph,Over the Top,Normal,65,65,25,20,35,20,55,25,60,25,40,40,35,20,Slot,Normal,Very High
1721,C,15,Jonathan D'Occhio,12/30/2007,21,USA,"6' 2""",210 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,30,40,30,50,40,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,50,55,20,35,35,20,20,25,35,35,40,25,Slot,Hard,Very High
58747,SP,23,Brendan Dahmen,04/19/2007,22,USA,"6' 0""",180 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,High,Normal,Unknown,Normal,45,30,25,25,50,35,35,50,50,45,30,55,-,-,-,-,-,-,-,-,4,NEU,91-93 Mph,Normal (3/4),Normal,75,35,20,20,30,50,50,45,40,35,35,45,45,55,Slot,Hard,Very High
58058,CL,10,Alex de Jesus,05/23/2007,22,USA,"6' 6""",210 lbs,Switch,Left,20,20,Normal,Normal,Low,Normal,Normal,Normal,Unknown,Normal,25,35,20,25,30,45,25,50,55,-,60,-,-,-,-,-,-,-,-,-,2,FB,89-91 Mph,Over the Top,Normal,35,40,20,25,30,30,50,20,20,30,35,25,20,25,Slot,Easy,Very High
58104,SP,21,Ruben de la Cruz,11/06/2007,21,USA,"5' 11""",180 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,35,30,25,20,50,35,20,25,50,40,35,45,-,-,-,-,-,-,-,-,4,NEU,92-94 Mph,Over the Top,Normal,55,35,20,20,30,25,45,25,40,30,40,55,35,25,Slot,Very Easy,Very High
57272,CF,39,Bobby de la Fuente,05/02/2010,19,USA,"6' 0""",180 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Low,Unknown,Normal,35,40,35,50,40,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,25,45,40,40,45,50,45,50,30,50,60,Slot,Extremely Hard,Very High
57203,SP,4,Jorge de la Fuente,11/05/2010,18,USA,"6' 2""",170 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Durable,40,25,20,25,50,25,20,25,30,35,-,40,-,-,-,-,-,-,-,-,3,NEU,84-86 Mph,Normal (3/4),Normal,70,35,20,20,25,30,50,20,25,35,30,30,20,20,Slot,Extremely Hard,Very High
58680,C,25,Sam Deaton,06/28/2007,21,USA,"6' 1""",205 lbs,Right,Right,20,20,Normal,Normal,Low,Low,Low,Normal,Unknown,Durable,30,35,35,45,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,50,55,25,40,35,25,25,30,35,35,35,25,Slot,Normal,Very High
57864,RP,2,Andy DeCarlo,07/14/2010,18,USA,"6' 5""",190 lbs,Left,Right,20,20,Normal,Normal,Normal,High,Normal,Normal,Unknown,Durable,35,30,25,20,45,45,20,40,45,60,30,50,-,-,-,-,-,-,-,-,4,FB,88-90 Mph,Normal (3/4),Normal,50,55,20,20,25,30,35,30,20,40,35,20,25,20,Slot,Extremely Hard,Very High
57087,SP,25,Mike Decker,03/22/2011,18,USA,"6' 2""",160 lbs,Right,Right,20,20,Low,Low,Normal,High,Normal,Normal,Unknown,Durable,30,30,20,20,40,35,55,30,55,25,-,60,-,-,-,-,-,-,-,-,3,NEU,86-88 Mph,Over the Top,Normal,50,50,20,20,25,30,45,25,25,25,30,20,20,20,Slot,Extremely Hard,Very High
57260,SP,16,Jared Degnan,05/03/2010,19,USA,"6' 0""",170 lbs,Right,Right,20,20,Normal,Low,Low,Low,Low,Normal,Unknown,Normal,25,30,25,25,30,35,20,50,50,35,-,65,-,-,-,-,-,-,-,-,3,NEU,85-87 Mph,Sidearm,Normal,55,30,20,20,20,25,45,25,20,25,45,30,20,20,Slot,Hard,Very High
58119,SP,42,Alex Delgado,08/26/2010,18,USA,"6' 2""",180 lbs,Left,Left,20,20,Normal,Normal,Low,Low,High,Normal,Unknown,Normal,25,35,20,30,25,40,20,45,-,25,-,-,-,45,50,-,-,-,-,-,3,NEU,87-89 Mph,Normal (3/4),Normal,65,55,20,20,25,40,50,25,45,25,35,20,20,25,Slot,Hard,Very High
57149,2B,10,Chris DeLuke,09/03/2011,17,USA,"6' 3""",185 lbs,Right,Right,20,20,Low,Normal,Low,Normal,Low,Normal,Unknown,Normal,45,40,30,35,70,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Over the Top,Normal,20,20,20,25,35,40,45,50,45,35,35,65,60,45,Slot,Hard,Very High
58693,2B,7,Nick Demery,11/13/2007,21,USA,"6' 1""",190 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Low,High,Unknown,Durable,40,45,30,55,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,50,50,40,50,25,50,35,55,45,30,Slot,Normal,Very High
58742,CF,20,Phil Dempsey,03/21/2007,22,USA,"6' 0""",185 lbs,Right,Right,20,20,Normal,Low,Normal,Low,Normal,Normal,Unknown,Normal,30,35,35,45,40,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,25,65,60,30,55,60,55,45,65,60,45,Slot,Very Easy,Very High
58047,SP,13,Eddie Denton,05/14/2008,21,USA,"6' 1""",180 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,35,25,20,25,45,45,35,55,65,25,-,65,-,-,-,-,-,-,-,-,3,NEU,91-93 Mph,Normal (3/4),Finesse,70,40,20,20,35,25,40,20,35,25,25,30,35,35,Slot,Extremely Hard,Very High
43579,SP,23,Jake Dentremont,12/26/2007,21,USA,"5' 10""",180 lbs,Left,Left,20,20,High,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,25,30,25,25,30,30,60,60,45,25,-,-,-,50,-,-,-,-,-,-,3,NEU,87-89 Mph,Over the Top,Normal,60,55,25,25,30,35,55,20,25,35,30,20,20,20,Slot,Hard,Very High
57881,SP,3,Pete DePauw,11/01/2007,21,USA,"6' 1""",190 lbs,Switch,Right,20,20,Low,Low,Normal,High,Normal,Normal,Unknown,Normal,30,30,20,25,40,35,30,30,45,45,35,45,-,-,-,40,-,-,-,-,5,NEU,90-92 Mph,Over the Top,Normal,70,70,20,25,35,30,45,25,20,35,40,20,20,25,Slot,Normal,Very High
57092,CF,18,Mike DeVaux,05/15/2010,19,USA,"6' 2""",185 lbs,Right,Right,20,20,Normal,Low,Normal,Low,High,Normal,Unknown,Normal,35,50,40,60,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,50,40,50,40,40,50,65,55,30,20,Slot,Extremely Hard,Very High
43529,SP,25,Joe DeVincent,09/24/2010,18,USA,"6' 6""",200 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Low,Unknown,Durable,35,35,25,25,40,35,30,45,50,35,-,-,40,-,-,-,-,-,-,-,3,NEU,87-89 Mph,Normal (3/4),Normal,70,50,20,20,30,30,55,25,35,30,45,30,20,20,Slot,Normal,Very High
57268,C,12,Dan DeVoe,10/03/2010,18,USA,"6' 8""",205 lbs,Right,Right,20,20,Normal,Normal,Low,High,Normal,Normal,Unknown,Normal,35,55,35,55,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,50,45,40,25,40,25,30,25,35,25,35,30,Slot,Hard,Very High
58078,SP,35,Erik Diamond,01/27/2008,21,USA,"6' 4""",200 lbs,Left,Left,20,20,High,Normal,High,Normal,High,Normal,Unknown,Durable,40,30,30,25,50,30,25,30,35,40,-,35,-,-,-,40,-,-,-,-,4,NEU,87-89 Mph,Normal (3/4),Normal,65,70,20,20,25,25,40,25,55,35,35,25,25,20,Slot,Very Easy,Very High
26906,SP,24,Ricky Diaz,05/03/2007,22,USA,"6' 1""",190 lbs,Right,Right,20,20,Normal,Normal,Normal,Low,Normal,Normal,Unknown,Normal,35,30,25,25,45,45,25,35,55,60,-,55,-,-,-,40,-,-,-,-,4,FB,91-93 Mph,Over the Top,Normal,40,70,20,20,40,30,45,25,30,35,40,25,20,25,Slot,Easy,Very High
58093,RP,48,Jeff Dillon,12/11/2007,21,USA,"6' 2""",190 lbs,Left,Left,20,20,Normal,Normal,Normal,Low,High,Normal,Unknown,Durable,20,25,25,25,25,45,25,30,55,25,-,55,-,-,-,-,-,-,-,-,3,NEU,88-90 Mph,Normal (3/4),Normal,40,60,20,25,35,35,50,20,30,25,30,25,20,20,Slot,Normal,Very High
43002,SP,26,Randy Dintaman,09/19/2010,18,USA,"6' 1""",180 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,25,30,30,25,35,40,20,40,45,-,60,50,-,-,-,-,-,-,-,-,3,FB,89-91 Mph,Normal (3/4),Normal,80,30,20,20,30,25,50,25,30,25,30,25,20,25,Slot,Hard,Very High
58737,C,10,Devin Dixon,04/09/2007,22,USA,"6' 0""",200 lbs,Right,Right,20,20,Low,Normal,Normal,High,Low,Normal,Unknown,Normal,30,45,35,45,35,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,50,50,30,45,45,25,25,55,45,55,65,65,Slot,Normal,Very High
57326,SP,12,Jonathon Dixon,09/10/2010,18,USA,"6' 4""",185 lbs,Left,Left,20,20,Normal,Normal,Low,Low,Low,Normal,Unknown,Fragile,35,35,25,25,40,30,20,35,40,-,45,55,-,-,-,-,-,-,-,-,3,FB,84-86 Mph,Over the Top,Normal,60,65,20,20,30,30,50,20,35,25,30,20,20,25,Slot,Extremely Hard,Very High
40183,SP,19,Dylan Dodge,07/25/2008,20,USA,"6' 3""",170 lbs,Right,Right,20,20,Normal,Normal,High,Normal,Low,Normal,Unknown,Normal,25,30,25,20,30,30,20,45,40,30,50,-,-,-,-,-,-,-,-,-,3,FB,85-87 Mph,Over the Top,Normal,65,20,20,20,25,30,55,35,35,25,30,20,20,20,Slot,Normal,Very High
19913,SP,9,Jake Dollarhide,08/18/2007,21,USA,"6' 0""",180 lbs,Left,Left,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Durable,25,30,20,25,30,30,20,25,40,-,40,55,-,-,-,-,-,-,-,-,3,FB,83-85 Mph,Normal (3/4),Normal,65,70,20,25,35,25,65,20,25,35,40,20,20,20,Slot,Normal,Very High
56726,SP,9,Kory Dollins,09/29/2009,19,USA,"6' 2""",175 lbs,Right,Right,20,20,Normal,Normal,Normal,Low,High,Normal,Unknown,Normal,25,30,20,25,30,40,30,40,60,30,65,-,-,-,-,-,-,-,-,-,3,NEU,91-93 Mph,Normal (3/4),Normal,65,60,20,20,40,25,55,20,40,30,30,20,20,20,Slot,Easy,Very High
58695,3B,22,Randy Donahey,10/22/2007,21,USA,"6' 0""",195 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,40,40,20,50,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Normal (3/4),Normal,20,20,20,25,50,40,65,45,30,55,60,50,65,55,Slot,Normal,Very High
58708,SP,8,Aggelos Dotson,07/15/2007,21,USA,"6' 2""",200 lbs,Left,Left,20,20,Normal,Normal,Normal,Low,Normal,Normal,Unknown,Durable,40,30,25,25,45,45,30,35,55,65,-,60,-,-,-,-,-,-,-,-,3,NEU,92-94 Mph,Normal (3/4),Normal,75,75,20,20,40,40,60,20,30,30,35,25,20,25,Slot,Easy,Very High
57366,SP,13,Chris Dotter,04/05/2011,18,USA,"6' 5""",175 lbs,Right,Right,20,20,Normal,Normal,High,Normal,High,Low,Unknown,Durable,25,40,20,25,30,40,20,40,45,55,-,-,-,50,-,-,-,-,-,-,3,NEU,84-86 Mph,Normal (3/4),Normal,65,50,20,20,25,25,45,35,30,25,25,25,20,20,Slot,Normal,Very High
57082,CF,1,Eddie Downing,03/26/2011,18,USA,"6' 2""",170 lbs,Right,Right,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,40,45,30,40,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,50,35,45,35,55,40,55,45,50,45,Slot,Extremely Hard,Very High
57695,SP,6,Vic Duboff,02/11/2006,23,USA,"6' 2""",195 lbs,Right,Left,20,20,Normal,Normal,Normal,High,Low,Normal,Unknown,Normal,40,30,20,35,50,30,20,40,45,25,-,45,-,-,-,-,-,-,35,-,4,FB,89-91 Mph,Normal (3/4),Normal,65,75,20,20,30,30,50,20,55,35,45,30,20,30,Slot,Normal,Very High
40905,SP,24,Justin Duff,11/10/2007,21,USA,"6' 3""",175 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,40,25,20,25,50,25,20,30,30,25,-,35,-,-,-,40,-,-,-,-,4,FB,84-86 Mph,Normal (3/4),Normal,65,50,20,20,25,30,35,20,25,25,25,20,30,20,Slot,Very Easy,Very High
41197,SP,17,Jim Duffy,07/16/2007,21,USA,"6' 5""",210 lbs,Left,Left,20,20,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,30,30,20,30,35,40,45,45,60,30,-,60,-,-,-,-,-,-,-,-,3,NEU,93-95 Mph,Normal (3/4),Normal,70,60,20,20,30,30,65,20,25,45,50,40,25,30,Slot,Normal,Very High
57875,SP,2,Rob Dugan,08/20/2010,18,USA,"5' 11""",170 lbs,Left,Left,20,20,Normal,Normal,High,Normal,Normal,Normal,Unknown,Normal,25,30,25,25,35,40,25,45,60,50,50,-,-,-,-,-,-,-,-,-,3,NEU,89-91 Mph,Over the Top,Normal,65,80,20,25,25,30,40,25,20,30,35,20,20,20,Slot,Extremely Hard,Very High
58696,SP,23,Chris Dyer,05/04/2007,22,USA,"6' 2""",190 lbs,Right,Right,20,20,Normal,Low,Normal,Normal,Normal,Normal,Unknown,Durable,40,30,20,25,55,45,25,50,55,35,-,50,-,50,-,55,-,-,-,-,5,NEU,92-94 Mph,Sidearm,Normal,65,50,20,25,45,35,55,20,30,40,45,30,20,20,Slot,Easy,Very High
57806,SP,21,Chris Earich,02/07/2007,22,USA,"6' 1""",185 lbs,Right,Right,20,20,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Fragile,25,30,20,30,30,40,45,35,60,55,-,40,-,-,-,50,-,-,-,-,4,NEU,95-97 Mph,Normal (3/4),Power,50,45,20,20,30,40,40,35,25,40,40,25,20,20,$600k,Normal,Very High
57100,SP,19,Zach Eaton,06/15/2010,18,USA,"6' 2""",170 lbs,Left,Left,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Durable,25,30,25,25,30,25,20,25,40,40,-,-,-,35,-,-,-,-,-,-,3,NEU,80-83 Mph,Normal (3/4),Normal,65,50,20,20,25,25,50,20,25,40,35,25,20,25,Slot,Extremely Hard,Very High
19696,SP,9,Pat Eaves,05/22/2007,22,USA,"6' 4""",190 lbs,Right,Right,20,20,High,Low,High,Normal,High,Normal,Unknown,Normal,25,25,20,25,30,40,40,25,50,35,40,35,-,-,-,50,-,-,-,-,5,NEU,91-93 Mph,Normal (3/4),Normal,70,35,20,20,30,25,50,25,25,35,20,30,25,35,Slot,Easy,Very High
57791,SP,20,Bobby Edgington,10/13/2011,17,USA,"5' 11""",165 lbs,Right,Right,20,20,Normal,Normal,Low,High,Low,High,Unknown,Normal,25,35,30,20,25,30,25,25,45,45,-,45,-,-,-,-,-,-,-,-,3,NEU,90-92 Mph,Normal (3/4),Normal,65,45,20,20,35,30,45,30,30,30,45,20,20,20,Slot,Extremely Hard,Very High
57150,SP,17,Danny Edison,02/14/2011,18,USA,"6' 3""",170 lbs,Left,Left,20,20,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,35,25,20,20,40,30,25,45,45,30,60,-,-,-,-,-,-,-,-,-,3,NEU,83-85 Mph,Normal (3/4),Normal,75,70,20,20,20,25,50,20,25,30,45,20,25,20,Slot,Extremely Hard,Very High
